row_id,split,fold,chemical_group,scaffold,observed_pIC50,predicted_pIC50,training_median_pIC50,nearest_train_Tanimoto
ACT-0035,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.1487416512809245,6.75024531065457,7.358154944991752,0.8028169014084507
ACT-0036,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.460923901207224,6.82425956548189,7.358154944991752,0.8045977011494253
ACT-0037,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.252588192113577,6.801515668773327,7.358154944991752,1.0
ACT-0045,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.438898616350944,6.810884514083272,7.358154944991752,0.8333333333333334
ACT-0066,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C1CC1,c1cc(-c2ccc3ncn(CC4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.787812395596042,7.372719893161124,7.358154944991752,0.8589743589743589
ACT-0071,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.787812395596042,7.551424702170745,7.358154944991752,0.8780487804878049
ACT-0080,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.507239610973162,7.375637634642288,7.358154944991752,1.0
ACT-0087,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=NC#N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.627087997029893,7.6874080492258114,7.358154944991752,0.75
ACT-0089,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.35261702988538,6.801515668773327,7.358154944991752,1.0
ACT-0090,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCN(CC2CCCN2)C3)n1,7.54515513999149,6.4813885291569,7.358154944991752,1.0
ACT-0095,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.313363730737707,7.808331534734147,7.358154944991752,0.8059701492537313
ACT-0097,chemical_group,4,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.899629454882437,7.359750902026451,7.358154944991752,0.7887323943661971
ACT-0105,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.460923901207224,7.440059369790665,7.358154944991752,0.8734177215189873
ACT-0107,chemical_group,4,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,8.175223537524454,7.616376238076457,7.358154944991752,0.863013698630137
ACT-0111,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.568636235841012,7.709428232023621,7.358154944991752,0.8051948051948052
ACT-0121,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCC(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CCN2CCCCC2)C3)n1,7.732828271596986,7.353000541984249,7.358154944991752,0.8227848101265823
ACT-0002,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.455931955649724,7.686532943449893,7.331454148676132,0.8507462686567164
ACT-0004,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.4723700991286615,6.718355191495799,7.331454148676132,0.8461538461538461
ACT-0008,chemical_group,5,COC(=O)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.982966660701219,7.547542743607467,7.331454148676132,0.84
ACT-0009,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(F)(F)F)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.218963061378869,7.681234715633967,7.331454148676132,0.8026315789473685
ACT-0020,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.844663962534938,6.604267198354718,7.331454148676132,0.9402985074626866
ACT-0030,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(N)C4)C5)ncc3F)cc2n1C(C)C,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,7.391473966422806,7.445442393639918,7.331454148676132,0.8846153846153846
ACT-0040,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.476253533188435,6.679060843188941,7.331454148676132,0.8658536585365854
ACT-0041,chemical_group,5,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1,c1cc(-c2ccc3ncn(C4CCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.889410289700751,6.86208439813917,7.331454148676132,0.9
ACT-0044,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1CC1CC1,c1cc(-c2ccc3ncn(CC4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.100179497572904,6.759671224575429,7.331454148676132,0.8072289156626506
ACT-0047,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.3214816209598865,7.588703508394239,7.331454148676132,0.868421052631579
ACT-0056,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](O)CN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.430626090384954,6.390060073693341,7.331454148676132,0.8170731707317073
ACT-0058,chemical_group,5,C#CCN1CCCC1CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CC2CCCN2)C3)n1,7.125518182300533,7.55226639680281,7.331454148676132,0.717391304347826
ACT-0060,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC#CCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.449771646944906,7.516013228409174,7.331454148676132,0.7738095238095238
ACT-0062,chemical_group,5,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.782516055786093,7.495515724158686,7.331454148676132,0.8405797101449275
ACT-0073,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CC2CNCCO2)C3)n1,7.787812395596042,7.788578519350606,7.331454148676132,1.0
ACT-0076,chemical_group,5,C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.823908740944319,7.6066510594669925,7.331454148676132,0.8235294117647058
ACT-0088,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1CC1CC1,c1cc(-c2ccc3ncn(CC4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.634512015109101,7.65613328283783,7.331454148676132,0.8
ACT-0098,chemical_group,5,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.446116973356125,7.372776801897284,7.331454148676132,0.8076923076923077
ACT-0109,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCP(=O)(O)O)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.559090917934782,7.215130339103496,7.331454148676132,0.8433734939759037
ACT-0112,chemical_group,5,C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.39577394691553,7.6066510594669925,7.331454148676132,0.8235294117647058
ACT-0117,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CC=C(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,C1=CCN(CCN2CCc3nc(Nc4nccc(-c5ccc6nc[nH]c6c5)n4)ccc3C2)CC1,7.494850021680094,7.552747305568287,7.331454148676132,0.7901234567901234
ACT-0123,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.8696662315049934,7.578955271423176,7.331454148676132,0.8933333333333333
ACT-0125,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.701146923590294,7.683793205728017,7.331454148676132,0.8513513513513513
ACT-0126,chemical_group,5,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCF)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.647817481888637,7.682788371466006,7.331454148676132,0.863013698630137
ACT-0002,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.455931955649724,7.478990280333937,6.936123742083513,0.8028169014084507
ACT-0003,murcko_scaffold,1,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.528708288941061,7.432643079156906,6.936123742083513,0.8148148148148148
ACT-0004,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.4723700991286615,7.115468446329389,6.936123742083513,0.8441558441558441
ACT-0005,murcko_scaffold,1,COCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.542118103266008,7.476039954943088,6.936123742083513,0.8048780487804879
ACT-0006,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.809668301829708,7.592205614734579,6.936123742083513,0.7564102564102564
ACT-0007,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.872895201635192,7.4872420909192625,6.936123742083513,0.8148148148148148
ACT-0008,murcko_scaffold,1,COC(=O)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.982966660701219,7.460993936546733,6.936123742083513,0.7777777777777778
ACT-0009,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(F)(F)F)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.218963061378869,7.4433623301700695,6.936123742083513,0.7023809523809523
ACT-0011,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.429457060118103,7.479009213031718,6.936123742083513,0.825
ACT-0012,murcko_scaffold,1,COC(=O)CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.4179366370882915,7.409912171962224,6.936123742083513,0.75
ACT-0013,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,8.13430394008393,7.4211143079383985,6.936123742083513,0.7682926829268293
ACT-0017,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.2373214362725635,7.231412772010463,6.936123742083513,0.8148148148148148
ACT-0018,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CC(C)(C)O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.429457060118103,7.432592976036609,6.936123742083513,0.7951807228915663
ACT-0019,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.821023052706831,7.287575240149918,6.936123742083513,0.75
ACT-0029,murcko_scaffold,1,C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.490797477668897,7.472196072522907,6.936123742083513,0.7777777777777778
ACT-0034,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.266802734893431,7.3228624439685275,6.936123742083513,0.8023255813953488
ACT-0039,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.549750891680639,7.477513619199546,6.936123742083513,0.7951807228915663
ACT-0046,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.548213564475709,7.231412772010463,6.936123742083513,0.8148148148148148
ACT-0047,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.3214816209598865,7.416138939689416,6.936123742083513,0.8589743589743589
ACT-0052,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.260427655549908,7.486939157204499,6.936123742083513,0.84
ACT-0054,murcko_scaffold,1,C#CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.777283528852417,7.33296782312182,6.936123742083513,0.735632183908046
ACT-0060,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC#CCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.449771646944906,7.244739775333376,6.936123742083513,0.7011494252873564
ACT-0062,murcko_scaffold,1,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.782516055786093,7.633522445940301,6.936123742083513,0.7837837837837838
ACT-0063,murcko_scaffold,1,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.7594507517174005,7.489714893892829,6.936123742083513,0.8148148148148148
ACT-0069,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.204815410317575,7.516089261768627,6.936123742083513,0.7142857142857143
ACT-0070,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.54515513999149,7.425220358140973,6.936123742083513,0.8181818181818182
ACT-0071,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.787812395596042,7.321898408835947,6.936123742083513,0.7608695652173914
ACT-0072,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.844663962534938,7.36435005577475,6.936123742083513,0.6966292134831461
ACT-0075,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C/C=N/O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,8.220403508742175,7.422268603496465,6.936123742083513,0.6896551724137931
ACT-0076,murcko_scaffold,1,C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.823908740944319,7.373578619255602,6.936123742083513,0.7526881720430108
ACT-0077,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN=C(N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.173925197299173,7.410436524743626,6.936123742083513,0.6931818181818182
ACT-0079,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.623423042943488,7.483338437047318,6.936123742083513,0.627906976744186
ACT-0080,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.507239610973162,7.483338437047318,6.936123742083513,0.627906976744186
ACT-0081,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.079354998593212,7.483338437047318,6.936123742083513,0.627906976744186
ACT-0082,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)P(C)(C)=O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.8696662315049934,7.371317653637403,6.936123742083513,0.735632183908046
ACT-0083,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)NC5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.512861624522813,7.622962747004221,6.936123742083513,0.6375
ACT-0084,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(N)=S)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.838631997765026,7.327070897226987,6.936123742083513,0.8
ACT-0085,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)NC5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.950781977329818,7.622962747004221,6.936123742083513,0.6375
ACT-0086,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.347753658996677,7.531170550123932,6.936123742083513,0.6470588235294118
ACT-0087,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=NC#N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.627087997029893,7.476295535192115,6.936123742083513,0.648936170212766
ACT-0091,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN=C(N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.7121982700697735,7.410436524743626,6.936123742083513,0.6931818181818182
ACT-0092,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCNC(=N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.106793246940152,7.335419248527687,6.936123742083513,0.6956521739130435
ACT-0093,murcko_scaffold,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.600326278518962,7.373179588466895,6.936123742083513,0.7441860465116279
